,bin_number,lower_bin,upper_bin,temperature,t0,per,rp,a,inc,ecc,w
0,42,7178.0,7278.0,7228.0,0,128381070.60107613,3390000,172680094749,0,0,0
1,42,7178.0,7278.0,7228.0,0,135775183.0992195,3390000,177583242007,0,0,0
2,42,7178.0,7278.0,7228.0,0,143376307.97066045,3390000,182486389265,0,0,0
3,42,7178.0,7278.0,7228.0,0,151184445.21663922,3390000,187389536523,0,0,0
4,42,7178.0,7278.0,7228.0,0,159199594.83720648,3390000,192292683781,0,0,0
5,42,7178.0,7278.0,7228.0,0,167421756.83105448,3390000,197195831039,0,0,0
6,42,7178.0,7278.0,7228.0,0,175850931.19813254,3390000,202098978297,0,0,0
7,42,7178.0,7278.0,7228.0,0,184487117.93981597,3390000,207002125555,0,0,0
8,42,7178.0,7278.0,7228.0,0,193330317.05615538,3390000,211905272813,0,0,0
9,42,7178.0,7278.0,7228.0,0,202380528.54570803,3390000,216808420071,0,0,0
10,42,7178.0,7278.0,7228.0,0,211637752.40842313,3390000,221711567329,0,0,0
11,42,7178.0,7278.0,7228.0,0,221101988.64581123,3390000,226614714587,0,0,0
12,42,7178.0,7278.0,7228.0,0,230773237.2579229,3390000,231517861845,0,0,0
13,42,7178.0,7278.0,7228.0,0,240651498.24318016,3390000,236421009103,0,0,0
14,42,7178.0,7278.0,7228.0,0,250736771.6015324,3390000,241324156361,0,0,0
15,42,7178.0,7278.0,7228.0,0,261029057.3346251,3390000,246227303619,0,0,0
16,42,7178.0,7278.0,7228.0,0,271528355.44250894,3390000,251130450877,0,0,0
17,42,7178.0,7278.0,7228.0,0,282234665.92347085,3390000,256033598135,0,0,0
18,42,7178.0,7278.0,7228.0,0,293147988.7774601,3390000,260936745393,0,0,0
19,42,7178.0,7278.0,7228.0,0,304268324.00625753,3390000,265839892651,0,0,0
20,42,7178.0,7278.0,7228.0,0,315595671.6099135,3390000,270743039909,0,0,0
21,42,7178.0,7278.0,7228.0,0,327130031.5865801,3390000,275646187167,0,0,0
22,42,7178.0,7278.0,7228.0,0,338871403.9362065,3390000,280549334425,0,0,0
23,42,7178.0,7278.0,7228.0,0,350819788.6607085,3390000,285452481683,0,0,0
24,42,7178.0,7278.0,7228.0,0,362975185.7601368,3390000,290355628941,0,0,0
25,42,7178.0,7278.0,7228.0,0,375337595.23250794,3390000,295258776199,0,0,0
26,42,7178.0,7278.0,7228.0,0,387907017.0777715,3390000,300161923457,0,0,0
27,42,7178.0,7278.0,7228.0,0,400683451.29797804,3390000,305065070715,0,0,0
28,42,7178.0,7278.0,7228.0,0,413666897.89317846,3390000,309968217973,0,0,0
29,42,7178.0,7278.0,7228.0,0,426857356.8612542,3390000,314871365231,0,0,0
30,42,7178.0,7278.0,7228.0,0,440254828.20215493,3390000,319774512489,0,0,0
31,42,7178.0,7278.0,7228.0,0,453859311.91806614,3390000,324677659747,0,0,0
32,42,7178.0,7278.0,7228.0,0,467670808.00903875,3390000,329580807005,0,0,0
33,42,7178.0,7278.0,7228.0,0,481689316.47281927,3390000,334483954263,0,0,0
34,42,7178.0,7278.0,7228.0,0,495914837.309357,3390000,339387101521,0,0,0
35,42,7178.0,7278.0,7228.0,0,510347370.5209729,3390000,344290248779,0,0,0
36,42,7178.0,7278.0,7228.0,0,524986916.10771763,3390000,349193396037,0,0,0
37,42,7178.0,7278.0,7228.0,0,539833474.0672028,3390000,354096543295,0,0,0
38,42,7178.0,7278.0,7228.0,0,554887044.3993776,3390000,358999690553,0,0,0
39,42,7178.0,7278.0,7228.0,0,570147627.106698,3390000,363902837811,0,0,0
40,42,7178.0,7278.0,7228.0,0,585615222.1892152,3390000,368805985069,0,0,0
41,42,7178.0,7278.0,7228.0,0,601289829.6444048,3390000,373709132327,0,0,0
42,42,7178.0,7278.0,7228.0,0,617171449.4722168,3390000,378612279585,0,0,0
43,42,7178.0,7278.0,7228.0,0,633260081.6752418,3390000,383515426843,0,0,0
44,42,7178.0,7278.0,7228.0,0,649555726.2535311,3390000,388418574101,0,0,0
45,42,7178.0,7278.0,7228.0,0,666058383.2044255,3390000,393321721359,0,0,0
46,42,7178.0,7278.0,7228.0,0,682768052.5278744,3390000,398224868617,0,0,0
47,42,7178.0,7278.0,7228.0,0,699684734.2266043,3390000,403128015875,0,0,0
48,42,7178.0,7278.0,7228.0,0,716808428.3006657,3390000,408031163133,0,0,0
49,42,7178.0,7278.0,7228.0,0,734139134.7472647,3390000,412934310391,0,0,0
50,42,7178.0,7278.0,7228.0,0,751676853.5663507,3390000,417837457649,0,0,0
51,42,7178.0,7278.0,7228.0,0,128381070.60107613,3687140,172680094749,0,0,0
52,42,7178.0,7278.0,7228.0,0,135775183.0992195,3687140,177583242007,0,0,0
53,42,7178.0,7278.0,7228.0,0,143376307.97066045,3687140,182486389265,0,0,0
54,42,7178.0,7278.0,7228.0,0,151184445.21663922,3687140,187389536523,0,0,0
55,42,7178.0,7278.0,7228.0,0,159199594.83720648,3687140,192292683781,0,0,0
56,42,7178.0,7278.0,7228.0,0,167421756.83105448,3687140,197195831039,0,0,0
57,42,7178.0,7278.0,7228.0,0,175850931.19813254,3687140,202098978297,0,0,0
58,42,7178.0,7278.0,7228.0,0,184487117.93981597,3687140,207002125555,0,0,0
59,42,7178.0,7278.0,7228.0,0,193330317.05615538,3687140,211905272813,0,0,0
60,42,7178.0,7278.0,7228.0,0,202380528.54570803,3687140,216808420071,0,0,0
61,42,7178.0,7278.0,7228.0,0,211637752.40842313,3687140,221711567329,0,0,0
62,42,7178.0,7278.0,7228.0,0,221101988.64581123,3687140,226614714587,0,0,0
63,42,7178.0,7278.0,7228.0,0,230773237.2579229,3687140,231517861845,0,0,0
64,42,7178.0,7278.0,7228.0,0,240651498.24318016,3687140,236421009103,0,0,0
65,42,7178.0,7278.0,7228.0,0,250736771.6015324,3687140,241324156361,0,0,0
66,42,7178.0,7278.0,7228.0,0,261029057.3346251,3687140,246227303619,0,0,0
67,42,7178.0,7278.0,7228.0,0,271528355.44250894,3687140,251130450877,0,0,0
68,42,7178.0,7278.0,7228.0,0,282234665.92347085,3687140,256033598135,0,0,0
69,42,7178.0,7278.0,7228.0,0,293147988.7774601,3687140,260936745393,0,0,0
70,42,7178.0,7278.0,7228.0,0,304268324.00625753,3687140,265839892651,0,0,0
71,42,7178.0,7278.0,7228.0,0,315595671.6099135,3687140,270743039909,0,0,0
72,42,7178.0,7278.0,7228.0,0,327130031.5865801,3687140,275646187167,0,0,0
73,42,7178.0,7278.0,7228.0,0,338871403.9362065,3687140,280549334425,0,0,0
74,42,7178.0,7278.0,7228.0,0,350819788.6607085,3687140,285452481683,0,0,0
75,42,7178.0,7278.0,7228.0,0,362975185.7601368,3687140,290355628941,0,0,0
76,42,7178.0,7278.0,7228.0,0,375337595.23250794,3687140,295258776199,0,0,0
77,42,7178.0,7278.0,7228.0,0,387907017.0777715,3687140,300161923457,0,0,0
78,42,7178.0,7278.0,7228.0,0,400683451.29797804,3687140,305065070715,0,0,0
79,42,7178.0,7278.0,7228.0,0,413666897.89317846,3687140,309968217973,0,0,0
80,42,7178.0,7278.0,7228.0,0,426857356.8612542,3687140,314871365231,0,0,0
81,42,7178.0,7278.0,7228.0,0,440254828.20215493,3687140,319774512489,0,0,0
82,42,7178.0,7278.0,7228.0,0,453859311.91806614,3687140,324677659747,0,0,0
83,42,7178.0,7278.0,7228.0,0,467670808.00903875,3687140,329580807005,0,0,0
84,42,7178.0,7278.0,7228.0,0,481689316.47281927,3687140,334483954263,0,0,0
85,42,7178.0,7278.0,7228.0,0,495914837.309357,3687140,339387101521,0,0,0
86,42,7178.0,7278.0,7228.0,0,510347370.5209729,3687140,344290248779,0,0,0
87,42,7178.0,7278.0,7228.0,0,524986916.10771763,3687140,349193396037,0,0,0
88,42,7178.0,7278.0,7228.0,0,539833474.0672028,3687140,354096543295,0,0,0
89,42,7178.0,7278.0,7228.0,0,554887044.3993776,3687140,358999690553,0,0,0
90,42,7178.0,7278.0,7228.0,0,570147627.106698,3687140,363902837811,0,0,0
91,42,7178.0,7278.0,7228.0,0,585615222.1892152,3687140,368805985069,0,0,0
92,42,7178.0,7278.0,7228.0,0,601289829.6444048,3687140,373709132327,0,0,0
93,42,7178.0,7278.0,7228.0,0,617171449.4722168,3687140,378612279585,0,0,0
94,42,7178.0,7278.0,7228.0,0,633260081.6752418,3687140,383515426843,0,0,0
95,42,7178.0,7278.0,7228.0,0,649555726.2535311,3687140,388418574101,0,0,0
96,42,7178.0,7278.0,7228.0,0,666058383.2044255,3687140,393321721359,0,0,0
97,42,7178.0,7278.0,7228.0,0,682768052.5278744,3687140,398224868617,0,0,0
98,42,7178.0,7278.0,7228.0,0,699684734.2266043,3687140,403128015875,0,0,0
