,bin_number,lower_bin,upper_bin,temperature,t0,per,rp,a,inc,ecc,w
0,35,6478.0,6578.0,6528.0,0,7035640752963.887,3390000.0,122114528374.94785,0,0,0
1,35,6478.0,6578.0,6528.0,0,7449246293508.723,3390000.0,125652656682.54156,0,0,0
2,35,6478.0,6578.0,6528.0,0,7874664451376.873,3390000.0,129190784990.13528,0,0,0
3,35,6478.0,6578.0,6528.0,0,8311895226568.337,3390000.0,132728913297.729,0,0,0
4,35,6478.0,6578.0,6528.0,0,8760938619083.108,3390000.0,136267041605.32271,0,0,0
5,35,6478.0,6578.0,6528.0,0,9221794628921.2,3390000.0,139805169912.91644,0,0,0
6,35,6478.0,6578.0,6528.0,0,9694463256082.598,3390000.0,143343298220.51013,0,0,0
7,35,6478.0,6578.0,6528.0,0,10178944500567.316,3390000.0,146881426528.10388,0,0,0
8,35,6478.0,6578.0,6528.0,0,10675238362375.338,3390000.0,150419554835.69757,0,0,0
9,35,6478.0,6578.0,6528.0,0,11183344841506.678,3390000.0,153957683143.2913,0,0,0
10,35,6478.0,6578.0,6528.0,0,11703263937961.328,3390000.0,157495811450.885,0,0,0
11,35,6478.0,6578.0,6528.0,0,12234995651739.295,3390000.0,161033939758.47873,0,0,0
12,35,6478.0,6578.0,6528.0,0,12778539982840.572,3390000.0,164572068066.07245,0,0,0
13,35,6478.0,6578.0,6528.0,0,13333896931265.164,3390000.0,168110196373.66617,0,0,0
14,35,6478.0,6578.0,6528.0,0,13901066497013.068,3390000.0,171648324681.2599,0,0,0
15,35,6478.0,6578.0,6528.0,0,14480048680084.291,3390000.0,175186452988.8536,0,0,0
16,35,6478.0,6578.0,6528.0,0,15070843480478.818,3390000.0,178724581296.44733,0,0,0
17,35,6478.0,6578.0,6528.0,0,15673450898196.66,3390000.0,182262709604.04105,0,0,0
18,35,6478.0,6578.0,6528.0,0,16287870933237.814,3390000.0,185800837911.63477,0,0,0
19,35,6478.0,6578.0,6528.0,0,16914103585602.28,3390000.0,189338966219.22845,0,0,0
20,35,6478.0,6578.0,6528.0,0,17552148855290.068,3390000.0,192877094526.8222,0,0,0
21,35,6478.0,6578.0,6528.0,0,18202006742301.156,3390000.0,196415222834.4159,0,0,0
22,35,6478.0,6578.0,6528.0,0,18863677246635.57,3390000.0,199953351142.00964,0,0,0
23,35,6478.0,6578.0,6528.0,0,19537160368293.285,3390000.0,203491479449.60333,0,0,0
24,35,6478.0,6578.0,6528.0,0,20222456107274.312,3390000.0,207029607757.19705,0,0,0
25,35,6478.0,6578.0,6528.0,0,20919564463578.664,3390000.0,210567736064.79077,0,0,0
26,35,6478.0,6578.0,6528.0,0,21628485437206.33,3390000.0,214105864372.3845,0,0,0
27,35,6478.0,6578.0,6528.0,0,22349219028157.293,3390000.0,217643992679.9782,0,0,0
28,35,6478.0,6578.0,6528.0,0,23081765236431.582,3390000.0,221182120987.57193,0,0,0
29,35,6478.0,6578.0,6528.0,0,23826124062029.18,3390000.0,224720249295.16565,0,0,0
30,35,6478.0,6578.0,6528.0,0,24582295504950.082,3390000.0,228258377602.75934,0,0,0
31,35,6478.0,6578.0,6528.0,0,25350279565194.312,3390000.0,231796505910.3531,0,0,0
32,35,6478.0,6578.0,6528.0,0,26130076242761.844,3390000.0,235334634217.94678,0,0,0
33,35,6478.0,6578.0,6528.0,0,26921685537652.7,3390000.0,238872762525.54053,0,0,0
34,35,6478.0,6578.0,6528.0,0,27725107449866.855,3390000.0,242410890833.13422,0,0,0
35,35,6478.0,6578.0,6528.0,0,28540341979404.336,3390000.0,245949019140.72797,0,0,0
36,35,6478.0,6578.0,6528.0,0,29367389126265.117,3390000.0,249487147448.32166,0,0,0
37,35,6478.0,6578.0,6528.0,0,30206248890449.223,3390000.0,253025275755.91537,0,0,0
38,35,6478.0,6578.0,6528.0,0,31056921271956.633,3390000.0,256563404063.5091,0,0,0
39,35,6478.0,6578.0,6528.0,0,31919406270787.363,3390000.0,260101532371.1028,0,0,0
40,35,6478.0,6578.0,6528.0,0,32793703886941.402,3390000.0,263639660678.69653,0,0,0
41,35,6478.0,6578.0,6528.0,0,33679814120418.754,3390000.0,267177788986.29025,0,0,0
42,35,6478.0,6578.0,6528.0,0,34577736971219.418,3390000.0,270715917293.88397,0,0,0
43,35,6478.0,6578.0,6528.0,0,35487472439343.4,3390000.0,274254045601.4777,0,0,0
44,35,6478.0,6578.0,6528.0,0,36409020524790.69,3390000.0,277792173909.0714,0,0,0
45,35,6478.0,6578.0,6528.0,0,37342381227561.28,3390000.0,281330302216.6651,0,0,0
46,35,6478.0,6578.0,6528.0,0,38287554547655.195,3390000.0,284868430524.2588,0,0,0
47,35,6478.0,6578.0,6528.0,0,39244540485072.44,3390000.0,288406558831.85254,0,0,0
48,35,6478.0,6578.0,6528.0,0,40213339039812.98,3390000.0,291944687139.4463,0,0,0
49,35,6478.0,6578.0,6528.0,0,41193950211876.836,3390000.0,295482815447.04,0,0,0
50,35,6478.0,6578.0,6528.0,0,7035640752963.887,3554836.7346938774,122114528374.94785,0,0,0
51,35,6478.0,6578.0,6528.0,0,7449246293508.723,3554836.7346938774,125652656682.54156,0,0,0
52,35,6478.0,6578.0,6528.0,0,7874664451376.873,3554836.7346938774,129190784990.13528,0,0,0
53,35,6478.0,6578.0,6528.0,0,8311895226568.337,3554836.7346938774,132728913297.729,0,0,0
54,35,6478.0,6578.0,6528.0,0,8760938619083.108,3554836.7346938774,136267041605.32271,0,0,0
