,bin_number,lower_bin,upper_bin,temperature,t0,per,rp,a,inc,ecc,w
0,61,9588.0,10225.0,9906.5,0,786385418.432311,3390000,489497999118,0,0,0
1,61,9588.0,10225.0,9906.5,0,831677394.9202693,3390000,503397023900,0,0,0
2,61,9588.0,10225.0,9906.5,0,878237409.3975664,3390000,517296048682,0,0,0
3,61,9588.0,10225.0,9906.5,0,926065461.861523,3390000,531195073464,0,0,0
4,61,9588.0,10225.0,9906.5,0,975161552.3120296,3390000,545094098246,0,0,0
5,61,9588.0,10225.0,9906.5,0,1025525680.7519119,3390000,558993123028,0,0,0
6,61,9588.0,10225.0,9906.5,0,1077157847.1812792,3390000,572892147810,0,0,0
7,61,9588.0,10225.0,9906.5,0,1130058051.5971599,3390000,586791172592,0,0,0
8,61,9588.0,10225.0,9906.5,0,1184226293.9994442,3390000,600690197374,0,0,0
9,61,9588.0,10225.0,9906.5,0,1239662574.3912504,3390000,614589222156,0,0,0
10,61,9588.0,10225.0,9906.5,0,1296366892.7726877,3390000,628488246938,0,0,0
11,61,9588.0,10225.0,9906.5,0,1354339249.1404924,3390000,642387271720,0,0,0
12,61,9588.0,10225.0,9906.5,0,1413579643.4945548,3390000,656286296502,0,0,0
13,61,9588.0,10225.0,9906.5,0,1474088075.8382852,3390000,670185321284,0,0,0
14,61,9588.0,10225.0,9906.5,0,1535864546.1717927,3390000,684084346066,0,0,0
15,61,9588.0,10225.0,9906.5,0,1598909054.4915214,3390000,697983370848,0,0,0
16,61,9588.0,10225.0,9906.5,0,1663221600.7973619,3390000,711882395630,0,0,0
17,61,9588.0,10225.0,9906.5,0,1728802185.0930161,3390000,725781420412,0,0,0
18,61,9588.0,10225.0,9906.5,0,1795650807.3785934,3390000,739680445194,0,0,0
19,61,9588.0,10225.0,9906.5,0,1863767467.6502461,3390000,753579469976,0,0,0
20,61,9588.0,10225.0,9906.5,0,1933152165.9078648,3390000,767478494758,0,0,0
21,61,9588.0,10225.0,9906.5,0,2003804902.155443,3390000,781377519540,0,0,0
22,61,9588.0,10225.0,9906.5,0,2075725676.3930905,3390000,795276544322,0,0,0
23,61,9588.0,10225.0,9906.5,0,2148914488.6166673,3390000,809175569104,0,0,0
24,61,9588.0,10225.0,9906.5,0,2223371338.8260636,3390000,823074593886,0,0,0
25,61,9588.0,10225.0,9906.5,0,2299096227.025566,3390000,836973618668,0,0,0
26,61,9588.0,10225.0,9906.5,0,2376089153.215284,3390000,850872643450,0,0,0
27,61,9588.0,10225.0,9906.5,0,2454350117.3907843,3390000,864771668232,0,0,0
28,61,9588.0,10225.0,9906.5,0,2533879119.551959,3390000,878670693014,0,0,0
29,61,9588.0,10225.0,9906.5,0,2614676159.7033854,3390000,892569717796,0,0,0
30,61,9588.0,10225.0,9906.5,0,2696741237.8451724,3390000,906468742578,0,0,0
31,61,9588.0,10225.0,9906.5,0,2780074353.9725976,3390000,920367767360,0,0,0
32,61,9588.0,10225.0,9906.5,0,2864675508.0855503,3390000,934266792142,0,0,0
33,61,9588.0,10225.0,9906.5,0,2950544700.1889,3390000,948165816924,0,0,0
34,61,9588.0,10225.0,9906.5,0,3037681930.2827578,3390000,962064841706,0,0,0
35,61,9588.0,10225.0,9906.5,0,3126087198.362107,3390000,975963866488,0,0,0
36,61,9588.0,10225.0,9906.5,0,3215760504.4268374,3390000,989862891270,0,0,0
37,61,9588.0,10225.0,9906.5,0,3306701848.482112,3390000,1003761916052,0,0,0
38,61,9588.0,10225.0,9906.5,0,3398911230.5280395,3390000,1017660940834,0,0,0
39,61,9588.0,10225.0,9906.5,0,3492388650.559312,3390000,1031559965616,0,0,0
40,61,9588.0,10225.0,9906.5,0,3587134108.575821,3390000,1045458990398,0,0,0
41,61,9588.0,10225.0,9906.5,0,3683147604.58302,3390000,1059358015180,0,0,0
42,61,9588.0,10225.0,9906.5,0,3780429138.5810165,3390000,1073257039962,0,0,0
43,61,9588.0,10225.0,9906.5,0,3878978710.5642138,3390000,1087156064744,0,0,0
