,bin_number,lower_bin,upper_bin,temperature,t0,per,rp,a,inc,ecc,w
0,36,6578.0,6678.0,6628.0,0,7700870232671.721,3390000.0,128644012677.33185,0,0,0
1,36,6578.0,6678.0,6628.0,0,8153582802318.449,3390000.0,132371325770.67284,0,0,0
2,36,6578.0,6678.0,6628.0,0,8619224891727.484,3390000.0,136098638864.01381,0,0,0
3,36,6578.0,6678.0,6628.0,0,9097796500898.828,3390000.0,139825951957.3548,0,0,0
4,36,6578.0,6678.0,6628.0,0,9589297629832.473,3390000.0,143553265050.69577,0,0,0
5,36,6578.0,6678.0,6628.0,0,10093728278528.426,3390000.0,147280578144.03674,0,0,0
6,36,6578.0,6678.0,6628.0,0,10611088446986.69,3390000.0,151007891237.37775,0,0,0
7,36,6578.0,6678.0,6628.0,0,11141378135207.254,3390000.0,154735204330.71872,0,0,0
8,36,6578.0,6678.0,6628.0,0,11684597343190.127,3390000.0,158462517424.0597,0,0,0
9,36,6578.0,6678.0,6628.0,0,12240746070935.312,3390000.0,162189830517.4007,0,0,0
10,36,6578.0,6678.0,6628.0,0,12809824318442.799,3390000.0,165917143610.74167,0,0,0
11,36,6578.0,6678.0,6628.0,0,13391832085712.588,3390000.0,169644456704.08264,0,0,0
12,36,6578.0,6678.0,6628.0,0,13986769372744.695,3390000.0,173371769797.42365,0,0,0
13,36,6578.0,6678.0,6628.0,0,14594636179539.096,3390000.0,177099082890.76462,0,0,0
14,36,6578.0,6678.0,6628.0,0,15215432506095.81,3390000.0,180826395984.1056,0,0,0
15,36,6578.0,6678.0,6628.0,0,15849158352414.83,3390000.0,184553709077.4466,0,0,0
16,36,6578.0,6678.0,6628.0,0,16495813718496.152,3390000.0,188281022170.78757,0,0,0
17,36,6578.0,6678.0,6628.0,0,17155398604339.785,3390000.0,192008335264.12854,0,0,0
18,36,6578.0,6678.0,6628.0,0,17827913009945.73,3390000.0,195735648357.46954,0,0,0
19,36,6578.0,6678.0,6628.0,0,18513356935313.973,3390000.0,199462961450.81052,0,0,0
20,36,6578.0,6678.0,6628.0,0,19211730380444.516,3390000.0,203190274544.1515,0,0,0
21,36,6578.0,6678.0,6628.0,0,19923033345337.38,3390000.0,206917587637.4925,0,0,0
22,36,6578.0,6678.0,6628.0,0,20647265829992.547,3390000.0,210644900730.83347,0,0,0
23,36,6578.0,6678.0,6628.0,0,21384427834410.008,3390000.0,214372213824.17444,0,0,0
24,36,6578.0,6678.0,6628.0,0,22134519358589.793,3390000.0,218099526917.51544,0,0,0
25,36,6578.0,6678.0,6628.0,0,22897540402531.88,3390000.0,221826840010.8564,0,0,0
26,36,6578.0,6678.0,6628.0,0,23673490966236.266,3390000.0,225554153104.1974,0,0,0
27,36,6578.0,6678.0,6628.0,0,24462371049702.965,3390000.0,229281466197.5384,0,0,0
28,36,6578.0,6678.0,6628.0,0,25264180652931.97,3390000.0,233008779290.87936,0,0,0
29,36,6578.0,6678.0,6628.0,0,26078919775923.27,3390000.0,236736092384.22034,0,0,0
30,36,6578.0,6678.0,6628.0,0,26906588418676.9,3390000.0,240463405477.56134,0,0,0
31,36,6578.0,6678.0,6628.0,0,27747186581192.8,3390000.0,244190718570.90228,0,0,0
32,36,6578.0,6678.0,6628.0,0,28600714263471.035,3390000.0,247918031664.2433,0,0,0
33,36,6578.0,6678.0,6628.0,0,29467171465511.58,3390000.0,251645344757.5843,0,0,0
34,36,6578.0,6678.0,6628.0,0,30346558187314.414,3390000.0,255372657850.92523,0,0,0
35,36,6578.0,6678.0,6628.0,0,31238874428879.566,3390000.0,259099970944.26624,0,0,0
36,36,6578.0,6678.0,6628.0,0,32144120190207.016,3390000.0,262827284037.6072,0,0,0
37,36,6578.0,6678.0,6628.0,0,33062295471296.79,3390000.0,266554597130.9482,0,0,0
38,36,6578.0,6678.0,6628.0,0,33993400272148.85,3390000.0,270281910224.28918,0,0,0
39,36,6578.0,6678.0,6628.0,0,34937434592763.227,3390000.0,274009223317.63016,0,0,0
40,36,6578.0,6678.0,6628.0,0,35894398433139.91,3390000.0,277736536410.9711,0,0,0
41,36,6578.0,6678.0,6628.0,0,36864291793278.9,3390000.0,281463849504.31213,0,0,0
42,36,6578.0,6678.0,6628.0,0,37847114673180.164,3390000.0,285191162597.6531,0,0,0
43,36,6578.0,6678.0,6628.0,0,38842867072843.78,3390000.0,288918475690.9941,0,0,0
44,36,6578.0,6678.0,6628.0,0,39851548992269.695,3390000.0,292645788784.3351,0,0,0
45,36,6578.0,6678.0,6628.0,0,40873160431457.9,3390000.0,296373101877.676,0,0,0
46,36,6578.0,6678.0,6628.0,0,41907701390408.414,3390000.0,300100414971.017,0,0,0
47,36,6578.0,6678.0,6628.0,0,42955171869121.25,3390000.0,303827728064.35803,0,0,0
48,36,6578.0,6678.0,6628.0,0,44015571867596.37,3390000.0,307555041157.699,0,0,0
49,36,6578.0,6678.0,6628.0,0,45088901385833.81,3390000.0,311282354251.04,0,0,0
50,36,6578.0,6678.0,6628.0,0,7700870232671.721,3554836.7346938774,128644012677.33185,0,0,0
51,36,6578.0,6678.0,6628.0,0,8153582802318.449,3554836.7346938774,132371325770.67284,0,0,0
52,36,6578.0,6678.0,6628.0,0,8619224891727.484,3554836.7346938774,136098638864.01381,0,0,0
53,36,6578.0,6678.0,6628.0,0,9097796500898.828,3554836.7346938774,139825951957.3548,0,0,0
54,36,6578.0,6678.0,6628.0,0,9589297629832.473,3554836.7346938774,143553265050.69577,0,0,0
55,36,6578.0,6678.0,6628.0,0,10093728278528.426,3554836.7346938774,147280578144.03674,0,0,0
56,36,6578.0,6678.0,6628.0,0,10611088446986.69,3554836.7346938774,151007891237.37775,0,0,0
57,36,6578.0,6678.0,6628.0,0,11141378135207.254,3554836.7346938774,154735204330.71872,0,0,0
58,36,6578.0,6678.0,6628.0,0,11684597343190.127,3554836.7346938774,158462517424.0597,0,0,0
59,36,6578.0,6678.0,6628.0,0,12240746070935.312,3554836.7346938774,162189830517.4007,0,0,0
60,36,6578.0,6678.0,6628.0,0,12809824318442.799,3554836.7346938774,165917143610.74167,0,0,0
61,36,6578.0,6678.0,6628.0,0,13391832085712.588,3554836.7346938774,169644456704.08264,0,0,0
62,36,6578.0,6678.0,6628.0,0,13986769372744.695,3554836.7346938774,173371769797.42365,0,0,0
63,36,6578.0,6678.0,6628.0,0,14594636179539.096,3554836.7346938774,177099082890.76462,0,0,0
64,36,6578.0,6678.0,6628.0,0,15215432506095.81,3554836.7346938774,180826395984.1056,0,0,0
65,36,6578.0,6678.0,6628.0,0,15849158352414.83,3554836.7346938774,184553709077.4466,0,0,0
66,36,6578.0,6678.0,6628.0,0,16495813718496.152,3554836.7346938774,188281022170.78757,0,0,0
67,36,6578.0,6678.0,6628.0,0,17155398604339.785,3554836.7346938774,192008335264.12854,0,0,0
68,36,6578.0,6678.0,6628.0,0,17827913009945.73,3554836.7346938774,195735648357.46954,0,0,0
69,36,6578.0,6678.0,6628.0,0,18513356935313.973,3554836.7346938774,199462961450.81052,0,0,0
70,36,6578.0,6678.0,6628.0,0,19211730380444.516,3554836.7346938774,203190274544.1515,0,0,0
71,36,6578.0,6678.0,6628.0,0,19923033345337.38,3554836.7346938774,206917587637.4925,0,0,0
72,36,6578.0,6678.0,6628.0,0,20647265829992.547,3554836.7346938774,210644900730.83347,0,0,0
73,36,6578.0,6678.0,6628.0,0,21384427834410.008,3554836.7346938774,214372213824.17444,0,0,0
74,36,6578.0,6678.0,6628.0,0,22134519358589.793,3554836.7346938774,218099526917.51544,0,0,0
75,36,6578.0,6678.0,6628.0,0,22897540402531.88,3554836.7346938774,221826840010.8564,0,0,0
76,36,6578.0,6678.0,6628.0,0,23673490966236.266,3554836.7346938774,225554153104.1974,0,0,0
77,36,6578.0,6678.0,6628.0,0,24462371049702.965,3554836.7346938774,229281466197.5384,0,0,0
78,36,6578.0,6678.0,6628.0,0,25264180652931.97,3554836.7346938774,233008779290.87936,0,0,0
