Kepler ID,Teff
6201064,5842
6201108,5660
6201143,6379
6201155,5326
6201164,
6201203,5703
6201205,5682
6201235,6049
6201242,6073
6201269,6329
6201333,6348
6203308,5343
6203311,5222
6203314,5582
6203334,5348
6203359,6291
6203377,5918
6203395,6201
6203421,5197
6203481,4454
6203503,4767
6203526,5942
6203533,5269
6203534,6069
6203543,5611
6203551,
6203563,6217
6203577,
6203610,5538
6203613,5566
6203617,4908
6203618,4954
6203696,5924
6203700,5978
6203728,5435
6203753,5668
6203755,5995
6203786,6118
6203794,3887
6203945,5190
6203955,6133
6204034,4758
6204113,5949
6204174,6063
6204210,6264
6204214,5722
6204450,4681
6204529,5832
6204684,5406
6204699,5028
6204718,4872
6204719,9287
6204729,5690
6204748,5502
6204758,4920
6204765,4882
6204821,5973
6204838,5324
6204846,5749
6204878,5449
6204894,5376
6204921,5220
6204933,5410
6204948,5587
6204954,6282
6204958,6340
6204976,5829
6204977,6085
6205023,4636
6205028,5814
6205045,5536
6205055,5891
6205064,6027
6205120,5882
6205121,5944
6205127,5827
6205129,5036
6205141,4611
6205168,5574
6205175,6024
6205228,5814
6205271,
6205289,5553
6205296,5121
6205302,5337
6205325,5063
6205358,6380
6205369,4437
6205384,5947
6205405,3863
6205415,5752
6205460,5242
6205468,5663
6205481,5128
6205483,6224
6205502,5968
6205507,10925
6205513,5690
6205514,6202
6205532,6128
6205541,5943
6205544,5683
6205548,5857
6205566,5793
6205590,
6205597,5752
6205651,5765
6205669,5551
6205690,5474
6205694,5944
6205699,5344
6205739,5637
6205753,6289
6205773,5787
6205780,5742
6205783,4956
6205787,5667
6205822,5790
6205824,5962
6205852,5715
6205897,4759
6205945,5457
6206005,6241
6206018,5652
6206125,8943
6206128,5792
6206143,5959
6206172,5766
6206195,5495
6206205,5526
6206214,6137
6206242,5243
6206267,5686
6206313,5583
6206327,5461
6206362,6034
6206396,4540
6206403,6322
6206405,6186
6206407,4617
6206465,5732
6206470,5721
6206472,5692
6206542,
6206557,5633
6206559,
6206581,4974
6206627,6865
6206636,5816
6206651,5446
6206665,6006
6206694,5783
6206751,6965
6206815,5637
6206824,5556
6206842,4842
6206885,4713
6206897,4780
6206917,4920
6206983,5761
6207017,4743
6207035,
6207046,3977
6207053,4679
6207059,6217
6207085,5981
6207093,4939
6207096,5698
6207109,5938
6207183,6337
6207199,5271
6207232,6589
6207249,5812
6207265,6545
6207275,5686
6207287,4973
6207301,5680
6207320,4752
6207345,6249
6207355,7172
6207382,4607
6207387,5751
6207412,6488
6207414,5411
6207455,5810
6207498,5381
6207510,4772
6207526,5850
6207535,5705
6207539,6230
6207546,7134
6207568,5337
6207603,5961
6207610,5584
6207637,5491
6207640,8362
6207642,
6207670,4700
6207677,
6207687,5634
6207692,5554
6207699,5504
6207758,6991
6207779,6324
6207783,5069
6207824,6148
6207852,4389
6207871,5949
6207890,5261
6207909,4615
6207933,5794
6207975,5328
6207993,5617
6208004,5663
6208008,5824
6208018,4899
6208036,5604
6208061,
6208068,6462
6208077,5933
6208148,5570
6208156,6042
6208159,5031
6208161,4295
6208213,5982
6208244,4918
6208292,6375
6208301,4913
6208303,5924
6208344,4792
6208346,5816
6208360,5834
6208367,5263
6208382,5688
6208389,4836
6208397,6456
6208403,6358
6208441,
6208449,6080
6208483,5215
6208498,5335
6208517,4712
6208559,5683
6208560,4406
6208569,5412
6208588,4743
6208611,5068
6208617,4582
6208645,
6208650,5374
6208655,5901
6208666,4730
6208696,5289
6208741,6794
6208742,5398
6208756,5544
6208799,5007
6208823,4041
6208846,4417
6208882,4416
6208921,6353
6208924,6196
6208932,6211
6208934,5566
6208964,5036
6208985,4935
6208990,5548
6209035,5577
6209042,4716
6209054,5835
6209056,4990
6209071,5979
6209152,5387
6209153,4936
6209176,6031
6209179,4840
6209195,5915
6209205,6126
6209225,6340
6209293,8243
6209302,4538
6209318,5315
6209330,6077
6209347,5283
6209377,4715
6209407,4701
6209408,6247
6209441,4985
6209454,5719
6209522,4802
6209585,
6209586,4745
6209592,
6209593,6532
6209628,
6209637,
6209644,5197
6209651,5597
6209673,5308
6209677,5589
6209678,5512
6209679,4104
6209693,5558
6209707,5050
6209711,5721
6209721,6631
6209746,
6209756,5255
6209759,4966
6209762,5621
6209772,5877
6209773,5978
6209798,6054
6209800,6500
6209816,4871
6209824,
6209832,5790
6209871,5085
6209916,4935
6209929,5787
6209934,5438
6209937,5316
6209989,4696
6209991,5736
6210006,5824
6210012,5779
6210030,5776
6210072,5386
6210082,4818
6210100,5832
6210109,6632
6210119,5929
6210148,6401
6210170,5384
6210192,5854
6210199,5498
6210212,5947
6210224,5663
6210227,6332
6210228,
6210254,5964
6210264,4989
6210273,5689
6210302,6438
6210304,9721
6210324,7383
6210395,4975
6210398,5792
6210415,4854
6210423,5794
6210425,4474
6210463,5868
6210473,6020
6210480,6598
6210483,4927
6210501,5619
6210524,4613
6210539,
6210598,5428
6210603,5021
6210607,5413
6210636,6237
6210663,4810
6210754,3319
6210761,6269
6210802,5586
6210867,
6210878,5185
6210900,4561
6210969,5170
6210982,4197
6211050,6065
6211103,5127
6211171,5806
6211188,4738
6211203,3837
6211276,4628
6211283,5426
6211353,4540
6211362,4680
6211370,5633
6211382,5675
6211454,6242
6211493,
6211529,
6211547,6240
6211597,4971
6211636,5845
6211640,4639
6211641,5480
6211682,4540
6211698,
6211708,5496
6211720,4811
6211747,4983
6211757,5837
6211767,6205
6211794,4548
6211812,5276
6211894,5064
6211901,8629
6211942,5341
6211958,4967
6211965,4699
6211991,5703
6211998,6208
6212024,5747
6212035,5660
6212069,5916
6212071,6152
6212118,5367
6212123,
6212143,5820
6212165,6439
6212177,6601
6212189,5558
6212207,6024
6212235,5676
6212251,6628
6212264,6128
6212282,5974
6212288,4219
6212294,6092
6212336,4870
6212377,5820
6212391,6282
6212405,6198
6212422,5545
6212430,5895
6212437,6707
6212484,
6212486,4676
6212569,
6212570,4839
6212599,3719
6212600,4798
6212604,
6212627,5919
6212640,4238
6212672,6148
6212708,5053
6212734,4665
6212763,4969
6212764,
6212768,4957
6212792,6203
6212838,4764
6212843,5304
6212881,5908
6212882,4998
6212883,5980
6212905,5012
6212929,5404
6212983,
6212991,6954
6213012,5066
6213019,6228
6213051,5312
6213073,4415
6213089,5921
6213097,4668
6213124,7039
6213131,6328
6213151,6157
6213173,5787
6213181,6039
6213200,4841
6213204,4734
6213208,5768
6213220,6346
6213401,4913
6213405,5115
6213424,
6213430,5852
6213504,5885
6213523,6003
6213543,4707
6213567,4715
6213607,6132
6213627,5226
6213648,5322
6213665,6537
6213672,5389
6213678,5321
6213683,6012
6213709,
6213712,
6213736,6309
6213766,4802
6213768,5362
6213773,6238
6213774,
6213776,5836
6213806,6385
6213853,6251
6213879,
6213903,
6213943,6013
6213947,5414
6213989,4994
6213991,5017
6213997,5362
6214001,6142
6214021,5732
6214028,5208
6214033,8117
6214037,
6214048,5840
6214051,5397
6214054,4131
6214072,6434
6214095,
6214108,6075
6214118,4903
6214134,5855
6214135,
6214232,5681
6214336,4851
6214396,5688
6214434,11099
6214454,6660
6214665,
6219517,5667
6219592,6023
6219653,5729
6219684,9384
6219856,5687
6219870,5460
6219880,5601
6219883,3447
6219924,5783
6219926,5725
6220010,7322
6220029,3178
6220038,4001
6220062,5485
6220078,5376
6220084,5467
6220101,5569
6220122,5707
6220134,5556
6220160,5862
6220178,5430
6220234,5803
6220286,5947
6220300,5431
6220309,4221
6220312,5610
6220316,6181
6220320,4243
6220420,4737
6220470,7377
6220490,4829
6220497,7254
6220521,6040
6220525,6110
6220551,5090
6220576,5575
6220589,
6220616,6377
6220647,4877
6220663,5050
6220711,6010
6220731,6443
6220739,5496
6220788,5382
6220789,6153
6220792,7526
6220811,6053
6220846,5646
6220876,5783
6220895,4972
6220899,4578
6220939,6377
6220950,
6221001,5728
6221002,4450
6221004,6011
6221040,6274
6221062,4308
6221143,5093
6221223,4060
6221260,4018
6221274,4473
6221291,5406
6221371,5660
6221377,6319
6221385,6251
6221411,3179
6221441,5703
6221445,4555
6221476,5287
6221478,5666
6221479,5352
6221507,6160
6221522,5547
6221526,5140
6221535,5588
6221539,5689
6221548,5154
6221619,5529
6221641,4959
6221647,4816
6221648,5305
6221754,6095
6221816,
6221818,
6221865,5684
6221883,5822
6221933,4755
6221936,5968
6221965,5948
6221981,4390
6221992,6171
6222029,6256
6222053,6125
6222064,5689
6222079,6388
6222154,6625
6222157,4947
6222183,4470
6222185,6176
6222201,5932
6222213,6069
6222237,5425
6222262,4634
6222304,5207
6222324,
6222332,5669
6222355,4693
6222358,
6222381,8453
6222393,6229
6222407,5717
6222408,4982
6222419,5602
6222446,6196
6222475,5721
6222491,4337
6222529,7657
6222530,4896
6222559,
6222560,6213
6222624,6520
6222627,5866
6222668,
6222704,5816
6222705,5224
6222739,5105
6222768,4720
6222793,5318
6222818,6338
6222833,6330
6222844,5440
6222863,5579
6222884,7359
6222898,5458
6222929,4366
6222932,5652
6222933,5612
6223016,4892
6223038,6247
6223081,
6223082,5357
6223107,4695
6223120,6211
6223141,6114
6223256,5710
6223262,6226
6223298,5797
6223324,5805
6223352,5422
6223408,4664
6223411,6045
6223452,5457
6223471,4608
6223493,5566
6223501,
6223511,6367
6223521,4906
6223558,5553
6223643,5612
6223646,7907
6223697,6039
6223731,4322
6223738,5396
6223758,10164
6223779,4700
6223800,5659
6223827,5350
6223845,4721
6223877,
6224062,3830
6224121,5206
6224137,6319
6224148,5985
6224159,5017
6224166,3684
6224216,4975
6224302,
6224305,6008
6224312,6884
6224313,
6224490,5294
6224494,6320
6224501,6364
6224528,4538
6224538,4420
6224540,5576
6224560,4989
6224562,4300
6224602,5876
6224695,5046
6224768,9142
6224785,
6224815,
6224853,7338
6224860,5083
6224883,5989
6224896,5723
6224945,5073
6224998,4706
6225002,5605
6225032,
6225061,6050
6225065,
6225118,5866
6225123,4439
6225172,5673
6225248,5467
6225273,5216
6225284,5734
6225296,5504
6225344,4617
6225396,4986
6225418,5811
6225430,5841
6225454,4400
6225460,5184
6225475,5846
6225552,5732
6225599,4937
6225629,5488
6225650,5668
6225654,5612
6225660,4645
6225718,
6225752,4005
6225782,5332
6225788,4910
6225814,5802
6225816,
6225841,6513
6225898,6428
6225921,5469
6225933,5867
6225979,4912
6225985,5669
6226003,5383
6226032,4298
6226058,4900
6226182,5708
6226197,5595
6226214,
6226251,5368
6226257,6019
6226280,4196
6226290,5545
6226293,7221
6226387,4149
6226464,5285
6226533,4589
6226556,5436
6226669,5334
6226695,5560
6226859,
6226872,5205
6226908,5359
6227009,6720
6227048,5963
6227103,5241
6227118,7217
6227136,5808
6227153,5481
6227168,5037
6227176,4901
6227199,6510
6227203,5769
6227213,4877
6227218,4526
6227220,4752
6227242,4834
6227330,4243
6227383,4785
6227410,4520
6227424,
6227442,4815
6227515,5814
6227522,5324
6227526,4791
6227560,4405
6227573,6652
6227595,3202
6227615,4603
6227651,4813
6227893,4707
6227909,5467
6227952,5563
6227958,3124
6228055,4953
6228069,4489
6228107,4339
6228193,5954
6228201,7746
6228270,4965
6228275,5618
6228306,7646
6228364,4571
6228371,7615
6228486,5747
6228505,4298
6228534,4756
6228590,4732
6228594,5267
6228626,5291
6228695,5093
6228703,
6228767,5836
6228783,5304
6228812,5324
6228820,4608
6228860,4326
6228975,4363
6228986,5540
6228989,4626
6229041,6075
6229052,5201
6229059,5922
6229095,5826
6229103,4939
6229130,7276
6229285,5618
6229288,5629
6229304,5777
6229324,4639
6229337,5321
6229374,5556
6229468,5918
6229495,4342
6229502,7141
6229506,5809
6229533,6095
6229558,5349
6229579,4097
6229677,4114
6229764,6186
6229800,5966
6229965,7167
6230001,6338
6230031,4843
6230033,3179
6230130,6107
6230167,4947
6230237,5909
6230245,5679
6230369,5398
6230374,6173
6230383,
6230520,5822
6230529,6757
6230532,4151
6230552,6396
6230566,5270
6230580,4591
6230613,5762
6230649,6494
6230654,5408
6230732,6205
6230760,4860
6230776,5382
6230798,
6230801,5551
6230812,4028
6230849,3813
6230863,5388
6230903,4650
6230921,7029
6230950,
6230972,5443
6230980,6822
6230996,5208
6231055,4863
6231078,5779
6231096,4604
6231124,5865
6231129,5759
6231157,5088
6231193,4551
6231203,6249
6231237,4470
6231301,6144
6231329,6106
6231352,5801
6231361,5990
6231401,5843
6231440,
6231451,7434
6231537,5071
6231538,6488
6231541,4918
6231565,3940
6231572,6022
6231656,4347
6231671,3217
6231721,5182
6231756,5567
6231773,5945
6231813,5933
6231854,5269
6231867,4820
6231894,4163
6231901,5219
6231909,4689
6231937,6083
6231949,4715
6231950,5626
6231996,
6232017,4710
6232086,5978
6232286,6063
6232362,
6232376,5955
6232382,5418
6232400,3186
6232481,
6232494,5544
6232503,6195
6232565,5740
6232600,6146
6232603,
6232640,4580
6232644,5522
6232814,5177
6232835,4346
6232847,
6232857,5277
6232858,4774
6232865,5518
6232877,6441
6232914,4956
6232930,5818
6232936,5757
6232989,5670
6233019,4414
6233055,4596
6233081,5687
6233090,6263
6233093,5681
6233462,5445
6233466,5400
6233483,5942
6233491,
6233553,5855
6233558,4701
6233563,5463
6233573,5537
6233610,3430
6233642,
6233648,5802
6233703,4567
6233711,
6233748,5888
6233795,
6233809,5332
6233860,4832
6233890,5817
6233899,
6233903,5699
6233918,5160
6233927,5715
6233948,5437
6234144,6067
6234199,4024
6234585,5168
6234593,5371
6235276,5426
6235301,6070
6235404,6948
6262251,5543
6262370,5785
6262379,5947
6262419,5495
6262440,5922
6262478,5759
6262479,4716
6262579,4635
6262586,
6262596,5138
6262604,5942
6262628,5592
6262659,5365
6262679,4596
6262706,4773
6262714,
6262763,5054
6262796,5293
6262799,4622
6262867,4582
6262882,8317
6262995,4420
6263015,5276
6263016,4352
6263032,5409
6263054,4487
6263060,4001
6263106,5667
6263120,5662
6263136,6489
6263166,5249
6263175,5537
6263220,4963
6263230,4685
6263232,5882
6263235,5475
6263356,5857
6263403,5195
6263410,4902
6263443,6584
6263468,5022
6263470,6366
6263480,5212
6263500,4998
6263562,5665
6263565,5652
6263573,5297
6263593,4462
6263646,5543
6263661,4742
6263681,5536
6263684,5435
6263713,5369
6263718,4877
6263730,5011
6263757,5560
6263769,5226
6263778,5018
6263798,5555
6263801,4616
6263808,4822
6263831,4834
6263833,5497
6263848,5850
6263856,5612
6263883,5379
6263957,5996
6263983,5750
6263991,5538
6264033,5576
6264065,5556
6264078,5522
6264091,5680
6264095,4707
6264175,5667
6264181,5658
6264213,
6264217,5603
6264236,5502
6264241,4910
6264312,5137
6264313,6039
6264367,5092
6264370,6052
6264398,4739
6264411,5449
6264426,3515
6264427,5289
6264450,4118
6264466,5513
6264496,5669
6264529,5260
6264532,5114
6264551,4417
6264602,5935
6264611,5683
6264626,5401
6264638,5077
6264667,6344
6264741,
6264743,4538
6264750,
6264764,5176
6264768,
6264821,5048
6264857,4766
6264919,5105
6265005,4909
6265014,5129
6265024,5503
6265031,5476
6265041,5579
6265065,4866
6265107,
6265113,5676
6265159,5022
6265430,5736
6265455,5855
6265473,
6265480,5323
6265500,
6265518,5790
6265589,5078
6265596,5658
6265603,5097
6265649,5552
6265665,4840
6265693,5320
6265720,5585
6265725,
6265736,4630
6265746,5565
6265761,5862
6265768,4996
6265792,5743
6265916,5478
6265961,5643
6266003,4931
6266053,5258
6266060,5636
6266106,5474
6266122,5698
6266124,5252
6266130,5971
6266159,8584
6266194,5474
6266219,7784
6266232,4672
6266244,4833
6266270,5656
6266273,5995
6266279,5033
6266282,3183
6266306,6166
6266309,4992
6266321,5835
6266324,5654
6266338,5847
6266362,5313
6266369,5115
6266411,5308
6266416,5577
6266423,6008
6266437,5082
6266444,5482
6266454,5417
6266475,5588
6266476,5602
6266491,5569
6266494,5813
6266495,5000
6266498,6032
6266505,
6266529,4841
6266544,5707
6266567,4139
6266574,4728
6266577,6038
6266621,
6266639,3863
6266653,5750
6266658,4299
6266741,5497
6266750,8166
6266772,4636
6266788,5292
6266820,5776
6266846,5658
6266866,5576
6266879,5954
6266884,5513
6266901,5569
6266917,5938
6266940,5984
6266943,5533
6266954,5813
6266971,5810
6266974,5598
6266988,4970
6267036,5444
6267041,4751
6267051,4113
6267065,5458
6267078,5344
6267110,5343
6267115,4388
6267135,4423
6267137,6010
6267144,5283
6267154,5448
6267184,4630
6267186,5564
6267191,5881
6267230,8554
6267248,5370
6267269,5000
6267288,4424
6267317,5846
6267319,5557
6267326,5162
6267330,5559
6267336,4551
6267378,5840
6267414,4094
6267425,4810
6267461,3968
6267500,5819
6267512,5710
6267535,5250
6267544,5798
6267545,4839
6267555,5281
6267563,5623
6267605,5052
6267613,4090
6267702,5065
6267712,
6267739,4339
6267749,4028
6267785,5279
6267800,5017
6267809,6075
6267818,5599
6267842,5612
6267861,5115
6267883,5989
6267888,5917
6267897,5440
6267900,5940
6267917,5450
6267921,5828
6267953,6012
6267969,5604
6267972,5734
6267975,8712
6267977,5929
6268002,5894
6268017,4925
6268066,5203
6268068,5837
6268078,5349
6268127,6093
6268136,5851
6268166,5788
6268173,4348
6268205,5673
6268206,4933
6268211,4920
6268228,5185
6268247,4379
6268254,5101
6268256,
6268306,4880
6268316,5298
6268335,5837
6268352,5485
6268355,5433
6268357,4312
6268387,4176
6268388,4882
6268411,
6268422,5442
6268448,6217
6268486,4601
6268494,5992
6268507,5463
6268520,6191
6268524,5226
6268531,6563
6268540,4550
6268546,4962
6268580,4961
6268607,5962
6268614,
6268619,5803
6268625,5699
6268641,5794
6268643,4958
6268646,6149
6268648,
6268660,5968
6268673,3899
6268681,5834
6268722,6234
6268728,5472
6268733,4043
6268746,5506
6268785,5926
6268789,5583
6268792,5245
6268802,3822
6268808,4113
6268816,5500
6268846,5409
6268866,5433
6268867,5849
6268870,4104
6268872,
6268890,7279
6268920,6148
6268922,5147
6268930,5469
6268937,5495
6268958,5004
6268959,6147
6268979,5212
6268982,3925
6268985,5683
6268993,5614
6269000,5291
6269032,5163
6269045,5273
6269054,4629
6269060,5370
6269070,
6269092,
6269113,5096
6269121,6245
6269127,5935
6269183,5092
6269237,5215
6269291,4411
6270949,4473
6270953,5531
6270968,5316
6271032,
6271033,3663
6271055,
6271063,4805
6271094,5943
6271106,
6271110,4845
6271120,3948
6271134,
6271151,
6271156,5764
6271187,5870
6271215,4465
6271216,4884
6271219,6324
6271226,4837
6271246,
6271299,4803
6271307,5981
6271351,6131
6271362,4267
6271424,5933
6271439,5543
6271442,6348
6271467,4900
6271483,6221
6271505,5694
6271512,7627
6271530,6281
6271544,5562
6271549,4035
6271551,6519
6271584,5925
6271597,5557
6271613,5674
6271621,5943
6271623,5419
6271676,5940
6271693,5272
6271695,6377
6271712,4514
6271732,4771
6271780,5790
6271813,
6271821,5538
6271843,5708
6271872,
6271877,4698
6271932,5854
6271953,5183
6271960,5068
6271966,4801
6272017,5801
6272019,5242
6272039,4089
6272054,6020
6272068,
6272140,4291
6272157,5946
6272178,5933
6272204,5211
6272206,6201
6272252,5846
6272265,5287
6272284,5708
6272351,4302
6272413,4904
6272432,5793
6272460,5791
6272493,5845
6272526,3733
6272547,5808
6272563,5214
6272567,5046
6272573,5707
6272632,4652
6272638,5173
6272663,6152
6272708,5647
6272716,
6272732,3935
6272748,5584
6272766,5883
6272767,5452
6272802,5183
6272804,5799
6272836,
6272915,
6272928,4557
6272933,4698
6272945,4825
6272955,5202
6272964,4560
6272968,4664
6272983,4690
6273024,4649
6273039,5452
6273063,4515
6273090,4889
6273159,5690
6273220,5949
6273226,6208
6273239,
6273335,5845
6273336,5680
6273415,4207
6273477,5747
6273524,5547
6273529,5669
6273547,5444
6273720,5811
6273748,6535
6273753,4308
6273776,5929
6276192,5572
6276232,5157
6276453,5568
6276477,5303
6276637,4108
6276645,4947
6276662,6024
6276695,5466
6276707,4081
6276708,3993
6276725,5778
6276739,
6276750,
6276756,5784
6276791,5516
6276806,5986
6276815,5295
6276818,5820
6276827,5536
6276828,4997
6276857,6051
6276871,5028
6276872,5492
6276898,4894
6276935,5726
6276938,5932
6276948,4991
6276957,4965
6276976,5630
6276994,5983
6277004,6091
6277018,5725
6277019,4795
6277049,4781
6277089,4233
6277105,5225
6277110,5180
6277127,5719
6277136,5553
6277143,5614
6277167,5712
6277196,5831
6277205,5105
6277209,5583
6277255,4782
6277256,4251
6277287,5832
6277302,
6277305,5488
6277349,5837
6277358,4334
6277392,5817
6277406,5551
6277410,5509
6277444,6138
6277478,4977
6277504,9538
6277508,4353
6277509,5229
6277594,6118
6277610,
6277632,
6277643,5503
6277650,5869
6277656,3843
6277660,
6277706,4064
6277741,4423
6277765,5560
6277788,6290
6277823,
6277891,5456
6277903,5985
6277905,6107
6277912,5465
6277948,5964
6277959,6109
6277971,5731
6277972,5215
6278032,6117
6278054,5234
6278059,6388
6278080,4912
6278101,5612
6278105,5030
6278111,4925
6278118,5730
6278127,6355
6278151,5743
6278183,5811
6278192,4594
6278238,4747
6278241,5023
6278261,4875
6278265,3547
6278315,5728
6278330,5709
6278347,5091
6278403,10687
6278430,
6278465,5384
6278482,4343
6278491,5023
6278518,5948
6278574,5787
6278612,4900
6278621,5674
6278634,6053
6278670,4920
6278692,6498
6278698,4824
6278719,
6278720,5452
6278728,6423
6278734,5558
6278757,4894
6278760,4948
6278762,
6278777,5958
6278805,4914
6278829,6101
6278903,5700
6278932,5981
6278973,6096
6278991,6105
6278992,5178
6278996,5707
6279009,5571
6279010,4619
6279026,6595
6279037,6086
6279038,4871
6279039,5192
6279063,5843
6279068,4836
6279085,5681
6279109,4975
6279111,5178
6279118,4721
6279144,4142
6279161,5374
6279200,4632
6279213,5258
6279256,6135
6279265,5976
6279284,7543
6279286,5694
6279306,5844
6279323,5639
6279342,5854
6279363,5425
6279374,5480
6279388,
6279405,6124
6279425,6224
6279437,6004
6279477,6030
6279491,4834
6279509,5486
6279515,4929
6279524,4170
6279540,5959
6279548,5988
6279569,5967
6279620,5564
6279639,3904
6279650,5900
6279674,4947
6279692,5952
6279694,5193
6279696,3171
6279708,5618
6279718,5940
6279737,4782
6279740,6273
6279745,6314
6279789,5512
6279791,6119
6279813,5057
6279823,5055
6279838,5454
6279848,
6279892,4902
6279936,5595
6279955,6104
6279968,5954
6279974,6022
6279982,4655
6279987,6217
6279999,6033
6280043,5735
6280071,5977
6280108,5059
6280182,4879
6280202,5801
6280205,5842
6280236,6292
6280271,
6280274,5537
6280283,5718
6280288,5892
6280300,5057
6280331,5732
6280354,6016
6280366,
6280416,6450
6280428,4966
6280472,5056
6280474,5840
6280485,5145
6280503,3836
6280587,5905
6280589,4769
6280625,5972
6280633,5844
6280636,4874
6280651,6415
6280678,6252
6280690,6070
6280721,6015
6280805,5670
6280822,5959
6280871,5842
6280880,4954
6280900,5451
6280902,7083
6280903,5822
6280917,5874
6280936,4868
6280952,7751
6280958,5821
6280959,4662
6280966,5600
6280977,5884
6280978,5997
6280995,5469
6280999,5196
6281015,5164
6281030,5335
6281040,4156
6281103,5715
6281127,5955
6281138,5872
6281142,5788
6281147,4858
6281237,5044
6281246,5414
6281311,3237
6281323,4285
6283224,5100
6283291,5386
6283295,
6283344,5722
6283374,5313
6283455,5407
6283465,5680
6283481,5452
6283485,5279
6283494,6132
6283543,5323
6283563,5681
6283582,6649
6283609,5073
6283618,4598
6283673,5843
6283687,5946
6283694,4287
6283698,4969
6283725,5862
6283738,5547
6283792,6293
6283809,5682
6283862,6226
6283866,5949
6283912,6683
6283937,5104
6283995,4756
6283999,6124
6284003,5633
6284028,4523
6284029,4459
6284035,4801
6284047,6529
6284058,4319
6284066,4828
6284073,5110
6284090,5728
6284108,
6284113,
6284115,8951
6284133,5151
6284156,4419
6284158,5983
6284159,5461
6284166,5026
6284173,6127
6284179,6198
6284198,4322
6284203,5982
6284206,5866
6284209,7110
6284215,5258
6284221,5164
6284251,5562
6284274,5496
6284305,6119
6284363,8525
6284375,5938
6284409,5338
6284439,5554
6284450,6345
6284459,4821
6284475,5838
6284547,5185
6284565,5675
6284575,6665
6284604,4508
6284624,5579
6284645,4911
6284672,5325
6284677,5832
6284682,4062
6284745,5925
6284763,5684
6284778,6310
6284824,5585
6284834,5327
6284863,6511
6284870,6144
6284871,5745
6284961,5507
6284964,6169
6285013,6271
6285094,5763
6285289,6652
6285396,5987
6285397,4479
6285399,4458
6285545,6146
6285580,5961
6285597,5060
6285623,6239
6285652,5845
6285677,5847
6285722,4684
6285726,4880
6285750,5924
6285751,6015
6285837,5656
6285848,5698
6285856,5824
6285859,5714
6285862,5534
6285894,5767
6285900,5300
6285906,5342
6285918,4787
6285920,6290
6285930,5943
6285953,6061
6285969,5539
6285985,6173
6285995,7859
6286007,4621
6286014,6006
6286022,
6286090,5313
6286096,4074
6286120,6215
6286135,5455
6286142,4287
6286144,5248
6286155,5062
6286161,5735
6286176,5462
6286185,5452
6286196,5446
6286201,5276
6286236,5739
6286267,4644
6286278,4708
6286296,5102
6286302,
6286325,11101
6286347,5947
6286352,5657
6286382,4123
6286390,5828
6286396,4660
6286402,6068
6286419,3205
6286441,
6286447,5936
6286450,5549
6286459,6533
6286466,3141
6286468,6874
6286469,4594
6286502,4887
6286511,5484
6286515,4917
6286548,5881
6286561,5594
6286592,4170
6286606,6379
6286613,4559
6286616,5629
6286618,5898
6286633,4903
6286634,5450
6286635,5888
6286646,5889
6286648,5673
6286652,5423
6286674,4305
6286686,5429
6286707,
6286718,5780
6286724,5371
6286760,4529
6286785,5675
6286826,5796
6286859,5595
6286866,5712
6286880,5203
6286925,4877
6286947,7662
6286956,6392
6286961,3949
6286982,4766
6286996,
6287029,5920
6287035,5490
6287060,5715
6287071,5326
6287094,4382
6287096,6082
6287108,5866
6287114,5547
6287131,5211
6287139,6025
6287142,6627
6287169,5489
6287172,6646
6287174,
6287180,5432
6287184,4208
6287206,6267
6287207,4648
6287220,5980
6287228,5354
6287242,5584
6287261,6132
6287277,5106
6287285,5218
6287301,5601
6287309,5969
6287311,5611
6287313,5808
6287336,5809
6287359,5013
6287415,5544
6287474,6107
6287517,6895
6287522,5378
6287600,4965
6287623,5792
6287650,4736
6287693,
6287695,5356
6287709,5816
6287722,
6287745,5563
6287749,5251
6287784,5729
6287811,
6287834,5599
6287837,5293
6287841,6240
6287875,4831
6287877,4899
6287910,4855
6287913,5499
6287942,5100
6287950,4586
6287968,5020
6287993,6358
6288010,5081
6288013,5858
6288034,6455
6288064,6221
6288076,5215
6288080,6759
6288088,6160
6288096,5793
6288106,5356
6288129,4760
6288174,4789
6288189,5966
6288191,4111
6288215,6066
6288226,6196
6288231,5872
6288260,5879
6288261,6379
6288275,4751
6288330,5949
6288337,5840
6288341,5404
6288382,6270
6288404,5108
6288416,5861
6288438,5322
6288441,5843
6288445,6478
6288462,6403
6288508,5036
6288509,6041
6288543,4814
6288598,6034
6288651,
6288671,6215
6288685,5688
6288701,4980
6288713,5285
6288742,5603
6288762,5598
6288773,5840
6288778,
6288823,6296
6288889,5499
6288896,6054
6288898,5847
6288923,5814
6288932,5976
6288960,5469
6288962,5494
6288968,
6288970,5548
6288999,5448
6289002,5028
6289029,6019
6289081,
6289106,5807
6289127,5812
6289134,5308
6289149,4961
6289167,6228
6289180,5488
6289181,5852
6289188,4918
6289236,
6289256,5143
6289257,6081
6289270,6042
6289285,5729
6289293,5994
6289338,4857
6289343,5964
6289344,5124
6289367,5972
6289371,5547
6289383,6379
6289393,4347
6289400,6256
6289405,5583
6289417,4836
6289418,6076
6289459,5794
6289468,8267
6289471,5822
6289478,5263
6289479,5179
6289480,5896
6289492,5964
6289516,4734
6289527,4805
6289543,5893
6289557,5043
6289567,6413
6289573,4885
6289577,4879
6289604,4356
6289617,5028
6289629,
6289650,5823
6289669,4398
6289704,6104
6289713,5930
6289719,5928
6289722,6056
6289739,4543
